location_id,towerSignal,reason
sheffield,Unclear,"Rightmove's filtered snapshot returned 257 sale and 401 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
shrewsbury,Unclear,"Rightmove's filtered snapshot returned 33 sale and 33 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
st-helens,Unclear,"Rightmove's filtered snapshot returned 9 sale and 24 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
stafford,Unclear,"Rightmove's filtered snapshot returned 20 sale and 20 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
stockport,Unclear,"Rightmove's filtered snapshot returned 41 sale and 89 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
stockton-on-tees,Unclear,"Rightmove's filtered snapshot returned 14 sale and 36 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
stoke-on-trent,Unclear,"Rightmove's filtered snapshot returned 26 sale and 53 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
sunderland,Unclear,"Rightmove's filtered snapshot returned 49 sale and 56 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
swansea,Unclear,"Rightmove's filtered snapshot returned 25 sale and 16 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
swindon,Unclear,"Rightmove's filtered snapshot returned 87 sale and 121 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
telford,Unclear,"Rightmove's filtered snapshot returned 31 sale and 22 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
torbay,Unclear,"Rightmove's filtered snapshot returned 165 sale and 51 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
wakefield,Unclear,"Rightmove's filtered snapshot returned 46 sale and 46 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
walsall,Unclear,"Rightmove's filtered snapshot returned 36 sale and 44 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
warrington,Unclear,"Rightmove's filtered snapshot returned 56 sale and 40 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
wigan,Unclear,"Rightmove's filtered snapshot returned 15 sale and 23 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
wolverhampton,Unclear,"Rightmove's filtered snapshot returned 51 sale and 94 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
worcester,Unclear,"Rightmove's filtered snapshot returned 52 sale and 52 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
wrexham,Unclear,"Rightmove's filtered snapshot returned 3 sale and 11 rental results; these are portal headline counts, not deduplicated properties, and the query does not verify tower stock."
