location_id,proxyMedian,transactions,housingCostConfidence,oneBedCount,housingCostReason
loughborough,132000,206,High,17,"Median of 206 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
manchester,192500,4478,High,1372,"Median of 4478 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
merthyr-tydfil,66248,22,Low,3,"Median of 22 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
middlesbrough,85000,183,High,14,"Median of 183 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
neath,91250,42,Medium,3,"Median of 42 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
newcastle-upon-tyne,139950,1733,High,119,"Median of 1733 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
newport,128000,541,High,31,"Median of 541 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
northampton,150000,717,High,104,"Median of 717 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
norwich,155000,1272,High,144,"Median of 1272 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
nottingham,140000,1524,High,225,"Median of 1524 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
peterborough,129000,420,High,91,"Median of 420 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
plymouth,138500,1343,High,147,"Median of 1343 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
portsmouth,165000,541,High,177,"Median of 541 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
preston,104625,470,High,72,"Median of 470 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
rotherham,111625,260,High,19,"Median of 260 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
salford,190000,1850,High,513,"Median of 1850 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
sheffield,140000,1707,High,257,"Median of 1707 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
shrewsbury,157500,309,High,33,"Median of 309 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
st-helens,94000,146,High,9,"Median of 146 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
stafford,125000,203,High,20,"Median of 203 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
stockport,165000,830,High,41,"Median of 830 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
stockton-on-tees,78000,188,High,14,"Median of 188 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
stoke-on-trent,85000,346,High,26,"Median of 346 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
sunderland,79000,363,High,49,"Median of 363 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
swansea,130000,455,High,25,"Median of 455 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
swindon,148500,906,High,87,"Median of 906 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
telford,113500,180,High,31,"Median of 180 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
torbay,148000,936,High,165,"Median of 936 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
wakefield,116000,273,High,46,"Median of 273 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
walsall,119975,404,High,36,"Median of 404 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
warrington,123250,498,High,56,"Median of 498 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
wigan,103750,200,High,15,"Median of 200 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
wolverhampton,117500,462,High,51,"Median of 462 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
worcester,145500,466,High,52,"Median of 466 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
wrexham,112500,186,High,3,"Median of 186 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
bristol,242500,5367,High,483,"Median of 5367 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
southampton,172000,2356,High,339,"Median of 2356 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
bournemouth-poole,218000,3735,High,454,"Median of 3735 achieved standard flat/maisonette sales in the Bournemouth, Christchurch and Poole district; this is an all-size flat proxy, not a one-bedroom estimate."
brighton-hove,285000,1766,High,553,"Median of 1766 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
exeter,185000,664,High,84,"Median of 664 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
reading,238000,1755,High,207,"Median of 1755 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
milton-keynes,185000,1000,High,161,"Median of 1000 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
luton,164500,431,High,179,"Median of 431 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
southend-on-sea,200000,619,High,147,"Median of 619 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
cambridge,299000,1017,High,126,"Median of 1017 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
colchester,175000,905,High,118,"Median of 905 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
oxford,315000,710,High,88,"Median of 710 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
bath,315000,809,High,104,"Median of 809 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
bridgend,122250,86,High,2,"Median of 86 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
llanelli,112500,25,High,0,"Median of 25 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
bangor,90000,29,High,8,"Median of 29 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
rhyl,94000,43,High,1,"Median of 43 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
york,187000,955,High,115,"Median of 955 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
durham,112500,151,High,9,"Median of 151 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
cheltenham,200000,1067,High,107,"Median of 1067 achieved standard flat/maisonette sales; this is an all-size flat proxy, not a one-bedroom estimate."
